Provider ID,Agency Name,Street Address,City,State,Zip Code,Total Episodes (non-LUPA),Distinct Beneficiaries (non-LUPA),Average Number of Total Visits Per Episode (non-LUPA),Average Number of Skilled Nursing Visits Per Episode (non-LUPA),Average Number of PT Visits Per Episode (non-LUPA),Average Number of OT Visits Per Episode (non-LUPA),Average Number of  ST Visits Per Episode (non-LUPA),Average Number of Home Health Aide Visits Per Episode (non-LUPA),Average Number of Medical-Social Visits Per Episode (non-LUPA),Total HHA Charge Amount (non-LUPA),Total HHA Medicare Payment Amount (non-LUPA),Total HHA Medicare Standard Payment Amount (non-LUPA),Outlier Payments as a Percent of Medicare Payment Amount (non-LUPA),Total LUPA Episodes,Total HHA Medicare Payment Amount for LUPAs,Average Age,Male Beneficiaries,Female Beneficiaries,Nondual Beneficiaries,Dual Beneficiaries,White Beneficiaries,Black Beneficiaries,Asian Pacific Islander Beneficiaries,Hispanic Beneficiaries,American Indian or Alaska Native Beneficiaries,Other/ Unknown Beneficiaries,Average HCC Score,Percent of Beneficiaries with Atrial Fibrillation,Percent of Beneficiaries with Alzheimer's,Percent of Beneficiaries with Asthma,Percent of Beneficiaries with Cancer,Percent of Beneficiaries with CHF,Percent of Beneficiaries with Chronic Kidney Disease,Percent of Beneficiaries with COPD,Percent of Beneficiaries with Depression,Percent of Beneficiaries with Diabetes,Percent of Beneficiaries with Hyperlipidemia,Percent of Beneficiaries with Hypertension,Percent of Beneficiaries with IHD,Percent of Beneficiaries with Osteoporosis,Percent of Beneficiaries with RA/OA,Percent of Beneficiaries with Schizophrenia,Percent of Beneficiaries with Stroke
557731,CELEBRITY HOMEHEALTH,"16600 SHERMAN WAY, STE 200",VAN NUYS,CA,91406,103,68,19.8,12.9,4.5,1.5,0.2,0.7,0.1,377960,370587,305231,2.2,,,83,20,48,,,59,,,,0,0,2.37,0.26471,,0.27941,0.16176,0.61765,0.41176,0.30882,0.5,0.42647,0.64706,,0.54412,0.26471,0.61765,0.14706,0.11765
557735,"ADEPT HOME HEALTH SERVICES, INC",1131 W 6TH STREET #270,ONTARIO,CA,91762,483,263,20,13.4,3.6,0.2,0.1,2.9,0,1507902,1775436,1429997,7.5,17,7158,79,95,168,203,60,192,14,,45,,,2.76,0.23194,0.35361,0.3384,0.14449,0.46388,0.61217,0.34221,0.32319,0.51711,0.62357,,0.58555,0.19772,0.69582,0.04943,0.12928
557740,"HIGHLAND HOME HEALTHCARE, INC",8671 WILSHIRE BLVD STE 606,BEVERLY HILLS,CA,90211,656,178,14.5,9.7,2.1,0,0,2.6,0,1355826,1879095,1576028,0.2,15,5651,77,71,107,58,120,40,100,,25,0,,3.12,0.13483,0.44382,0.55618,0.12921,,0.69663,0.52809,0.33146,0.66292,0.6573,,,0.2809,0.60674,0.12921,0.17978
557743,"STAR HOME HEALTH RESOURCES, INC","1768 ARROW HIGHWAY, SUITE 105",LA VERNE,CA,91750,237,151,12.5,9.3,2.2,0,0,0.8,0.2,182612,680935,574427,1.2,11,5545,70,54,97,50,101,85,35,,23,0,,2.94,0.08609,0.39073,0.64901,0.07285,0.44371,0.64238,0.62914,0.50993,0.7351,0.62914,,0.74834,0.1457,0.7351,0.07947,0.04636
557746,GOOD LIFE HOME HEALTH,2501 COLORADO BLVD UNIT G,LOS ANGELES,CA,90041,66,15,11.2,11,0.2,0,0,0,0,126171,164679,128593,7.1,,,80,,,0,15,0,0,,,0,,1.26,0.13333,0.2,0.4,0.06667,0.4,0.66667,0.33333,0.06667,0.66667,,,0.33333,0.06667,,0,0.06667
557747,"ASIAN NETWORK PACIFIC HOME CARE, INC","212 9TH STREET, SUITE 205",OAKLAND,CA,94607,587,481,17.1,9,4.7,0.9,0.2,1.8,0.5,2842596,2588788,1650109,0.1,126,80246,81,173,308,82,399,24,13,411,26,,,1.95,0.19543,0.41996,0.2079,0.10603,0.29314,0.54054,0.18295,0.23701,0.44075,0.60499,,0.38046,0.23077,0.37006,0.03119,0.15385
557753,BRIGHT HORIZONS HOME HEALTH,10511 S WESTERN AVENUE,LOS ANGELES,CA,90047,338,191,19.1,13.1,3.9,0.7,0.1,1.2,0.1,831912,1215341,938124,8.2,46,20472,78,78,113,112,79,101,40,15,33,,,2.77,0.26702,0.33508,0.30366,0.15707,0.44503,0.56021,0.27225,0.29843,0.43979,0.60209,,0.54974,0.13089,0.53403,0.08377,0.13089
557754,ASIAN AMERICAN HOME HEALTH,"704 BROADWAY, SUITE 202",OAKLAND,CA,94607,3064,2090,18,8,5.3,2.2,0.4,1.7,0.3,14435204,15825271,10067918,0.4,300,195755,82,771,1319,666,1424,378,68,1492,94,,,2.2,0.17656,0.42201,0.25598,0.10718,0.37129,0.56555,0.22632,0.21244,0.49234,0.63923,,0.43828,0.20144,0.47129,0.03684,0.13254
557755,SURE CARE HEALTH CARE SERVICES,1109 W SAN BERNARDINO RD SUITE 200,COVINA,CA,91722,136,70,20.1,8.4,5,0,0.1,6.4,0.1,343215,425717,350823,2,,,84,21,49,49,21,44,,,19,0,,2.3,0.2,0.47143,0.31429,0.11429,0.42857,0.45714,0.31429,0.4,0.44286,0.58571,,0.57143,0.22857,0.52857,0.1,0.1
557763,"AMICABLE HOMECARE, INC",13819 SAN ANTONIO DRIVE,NORWALK,CA,90650,448,211,18.3,12.1,4.6,0.7,0.1,0.7,0.2,1785207,1579708,1350238,0.6,15,7295,81,64,147,90,121,83,21,38,68,,,2.8,0.21327,0.4218,0.38389,0.11848,,0.59716,0.35545,0.34123,0.64455,0.65877,,,0.18009,,0.09953,0.11848
557764,FOCUS HEALTH,"377 W FALLBROOK AVENUE, SUITE 206",FRESNO,CA,93711,641,551,16.7,6.4,7.5,1.5,0.5,0.5,0.4,2325017,2212400,2170603,0.1,71,28868,77,211,340,307,244,348,29,23,139,,,2.46,0.20145,0.30672,0.37568,0.14701,0.46642,0.59891,0.31397,0.37568,0.51906,0.68603,,0.57169,0.16334,0.55354,0.04537,0.13249
557765,AROUND THE CLOCK HOME CARE,"5251 OFFICE PARK DRIVE, SUITE 400",BAKERSFIELD,CA,93309,1893,1185,16.9,11.1,3.7,1.8,0.2,0.1,0.1,6458116,6780930,5901281,0.2,220,106706,75,494,691,668,517,761,66,36,308,,,2.75,0.2,0.30127,0.38819,0.12068,0.51055,0.5865,0.36203,0.35781,0.55865,0.66414,,0.627,0.12236,0.59156,0.05063,0.14262
557773,PROMPTCARE HEALTH SERVICES,454 S CENTRAL AVE,GLENDALE,CA,91204,363,121,22.7,19.1,1.6,0,0,1.9,0,1370244,1209743,918065,9.8,,,78,48,73,50,71,61,,,41,0,,2.44,0.1405,0.3719,0.33884,0.10744,0.47934,0.47934,0.32231,0.19008,0.66116,0.59504,,0.64463,0.19008,0.63636,0.04132,0.10744
557774,IDEAL HOME CARE INC,1751 S GRAND AVE,GLENDORA,CA,91740,504,220,20.9,13.2,7.3,0.3,0,0.1,0,1579452,2217391,1749352,7.5,,,80,73,147,68,152,110,17,15,74,,,2.22,0.13636,0.66818,0.3,0.12273,0.34545,0.43182,0.29091,0.55455,0.45455,0.59091,,0.71818,0.47273,,0.36818,0.06818
557775,AS'LIEF HOME HEALTH,"4138 EAGLE ROCK BLVD, SUITE B",LOS ANGELES,CA,90065,319,199,16,13.9,1.9,0.1,0,0,0.1,675674,1013972,794013,8.8,11,4957,71,105,94,33,166,51,41,22,84,,,2.26,0.09045,0.30653,0.36181,0.03518,0.39698,0.47236,0.39196,0.43216,0.50754,0.64322,,0.57789,0.08543,0.50251,0.30151,0.0402
557784,ASSISTED HEALTHCARE SERVICES,"1900 W GARVEY AVENUE, S, SUITE 220",WEST COVINA,CA,91790,238,191,14.4,9,3.6,0.8,0,0.7,0.3,753348,766835,631930,2.8,44,21338,75,70,121,113,78,78,,38,61,,,2.47,0.19895,0.2199,0.28272,0.16754,0.45026,0.58639,0.26702,0.27225,0.50262,0.63351,,0.53927,0.15707,0.56545,0.04188,0.12565
557785,SUTTER NORTH HOME HEALTH,"400 PLUMAS BLVD, SUITE 115B",YUBA CITY,CA,95991,1192,836,15.3,6.9,4.7,1.7,0.9,0.7,0.4,6418962,4164220,3665825,0.1,190,100701,77,316,520,591,245,692,21,35,75,,,2.22,0.24163,0.31699,0.40789,0.13756,0.47249,0.54904,0.37679,0.39115,0.42943,0.63995,,0.51555,0.15311,0.59689,0.04067,0.14354
557789,CAREMAX HOME HEALTH,"2139 TAPO STREET, SUITE 224",SIMI VALLEY,CA,93063,278,201,24.1,7.3,9.3,4,0.1,3.2,0.1,1008981,1492395,1251177,0.1,18,7615,79,87,114,123,78,121,,,59,,,2.7,0.25871,0.37811,0.28358,0.1194,0.69652,0.63184,0.29851,0.35323,0.52239,0.69154,,0.59701,0.12935,0.61692,0.11443,0.17413
557790,PRECAUTIONARY HOME HEALTH SERVICES INC,"2930 W IMPERIAL HWY, SUITE 300",INGLEWOOD,CA,90303,145,47,16,9.7,0.2,0,0,6,0,371401,357864,282422,6.4,11,5407,70,19,28,12,35,,40,0,,0,0,2.42,0.06383,0.23404,0.34043,0.04255,0.44681,0.53191,0.31915,0.29787,0.59574,0.55319,,0.7234,0.02128,0.68085,0.04255,0.08511
557791,"ADVANCE HOME HEALTH SERVICES, INC",801 W VALLEY BLVD SUITE 105,ALHAMBRA,CA,91803,594,358,15.1,10.4,2.7,0.4,0,1.5,0.1,1831627,1894793,1560162,2.7,53,26113,84,143,215,118,240,58,,218,71,0,,2.98,0.2486,0.45251,0.37709,0.12011,0.60335,0.60335,0.38827,0.24022,0.56145,0.65363,,0.71788,0.28212,0.61453,0.09497,0.14525
557792,QUALITY CARE HH SPECIALISTS,"1416 S AZUSA AVE, STE C-1",WEST COVINA,CA,91791,704,299,18.2,13.7,3.4,0.6,0,0.4,0.1,1519587,2477401,1939987,8.7,20,8109,75,114,185,74,225,119,16,64,89,,,2.65,0.10033,0.44147,0.48829,0.11706,0.51505,0.58528,0.50836,0.41137,0.61873,0.699,,0.70569,0.22408,0.61204,0.301,0.07692
557796,CROSSROADS HOME HEALTH & HOSPICE,"1109 VICENTE STREET, SUITE 103",SAN FRANCISCO,CA,94116,514,331,17,8.1,4.3,1.7,0.3,2.1,0.5,1829774,2244634,1435850,0.6,92,57486,79,157,174,177,154,172,43,78,31,,,2.27,0.19335,0.3716,0.26586,0.15408,0.38066,0.56495,0.22659,0.2719,0.45619,0.50453,,0.44109,0.13293,0.429,0.06647,0.12387
557797,VIP HOME HEALTH CARE AGENCY,1224 SOUTH GARFIELD AVENUE  #204,ALHAMBRA,CA,91801,90,26,21,10.5,1.3,0.1,0,9.1,0,233798,225501,181586,4.2,,,84,,,15,11,0,25,0,,0,,2.81,0.11538,0.57692,0.15385,0.23077,0.69231,0.57692,0.19231,0.19231,0.65385,0.46154,,0.57692,0,0.73077,0.07692,0.26923
557798,INCARE HOME HEALTH SERVICES,"2787 CALIFORNIA STREET, SUITE B",SAN FRANCISCO,CA,94115,759,415,21.2,14.8,3.3,1.1,0.1,1.9,0,3868147,3411711,2191834,0.9,28,16057,85,133,282,28,387,380,0,,,0,23,2.63,0.25301,0.60482,0.20482,0.1253,0.51325,0.62651,0.16627,0.71807,0.66747,0.63614,,,0.11807,0.66747,0.0241,0.06747
557799,CHARITY HOME HEALTH SERVICES,500 CARSON PLZ DR STE 228,CARSON,CA,90746,402,260,13.2,8.5,4.2,0,0.1,0.2,0.2,669957,1313330,1132667,0,48,21678,77,105,155,159,101,148,30,28,53,,,2.87,0.20769,0.35769,0.36538,0.14231,0.54231,0.66923,0.34231,0.40385,0.56538,0.74615,,,0.15,0.57308,0.08077,0.19615
673100,ONLEX HEALTHCARE INC,20501 KATY FREEWAY SUITE 234,KATY,TX,77450,168,51,17.9,8.1,4.8,0.9,0.1,3.9,0,428126,427189,438750,1.4,,,77,18,33,22,29,18,14,,17,0,,3.35,0.09804,0.45098,0.13725,0.19608,0.37255,0.60784,0.13725,0.35294,0.4902,0.72549,,0.54902,0.17647,0.52941,0.07843,0.13725
673101,PRESIDENTE HOME CARE INC,405 N MAIN STREET SUITE 1,MCALLEN,TX,78501,330,99,22.9,16.3,2.7,0.3,0.2,3.5,0,1488711,818121,898134,7.8,,,78,46,53,55,44,32,0,0,67,0,0,2.87,0.09091,0.58586,0.41414,0.13131,0.49495,,0.38384,0.28283,,0.72727,,0.72727,0.16162,0.53535,0.0202,0.09091
673102,DHS HEALTHCARE INC,6001 SAVOY DRIVE SUITE 201,HOUSTON,TX,77036,210,54,10.6,8.3,2,0,0,0.4,0,335403,420303,479425,0,,,64,19,35,12,42,,33,12,,0,0,1.47,0.03704,0.22222,0.42593,0.07407,0.24074,0.53704,0.42593,0.5,0.55556,0.64815,,0.46296,0.14815,0.66667,0.16667,0.01852
673104,HALO HOME HEALTH LLC,1473 E ALTON GLOOR STE C & D,BROWNSVILLE,TX,78521,575,184,14.2,13,1.2,0,0,0,0.1,1724268,1175450,1274113,6.5,18,6549,77,70,114,49,135,21,,,161,0,0,2.7,0.13043,0.35326,0.34239,0.05978,0.48913,0.71196,0.34239,0.39674,0.68478,,,,0.2337,,0.04348,0.05978
673107,PECOS COUNTY MEMORIAL HOSPITAL HOME HEALTH AND HOS,1710 N FRONT ST,FORT STOCKTON,TX,79735,308,99,16.6,8.6,2.6,0,0.1,5.3,0,904078,566991,675612,0,,,80,40,59,58,41,44,0,,52,0,,2.01,0.14141,0.28283,0.41414,0.11111,0.53535,0.56566,0.37374,0.25253,0.45455,0.56566,,0.65657,0.15152,0.62626,0.0101,0.10101
673108,PLATINUM HEALTH SERVICES,10935 ESTATE LANE SUITE S365,DALLAS,TX,75238,101,25,8.5,8.1,0.2,0.2,0,0,0,111695,179369,196001,0,,,63,,,,,,14,0,,0,0,1.98,0.04,0.6,0.4,0.04,0.28,0.6,0.24,0.68,0.6,0.64,,0.64,0.08,,0.12,0.12
673111,APEX HOME HEALTH,7400 BLANCO ROAD #128,SAN ANTONIO,TX,78216,128,53,15.7,9.8,3.4,0.7,0.8,0.9,0,430427,309173,348695,0.3,11,4477,78,27,26,,,28,,,21,0,0,2.36,0.13208,0.35849,0.16981,0.0566,0.45283,0.41509,0.16981,0.33962,0.37736,0.58491,,0.54717,0.11321,0.66038,0.11321,0.24528
673112,CORAZON HOMECARE INC,4105 CHAPMAN,HOUSTON,TX,77009,236,51,13.8,8.1,3.8,0.2,0,1.6,0,505679,516168,539954,0,,,82,15,36,37,14,34,,,11,0,0,3.02,0.45098,0.33333,0.29412,0.07843,0.70588,0.56863,0.39216,0.15686,0.41176,0.62745,,0.62745,0.33333,0.72549,0.01961,0.09804
673115,TEXAS HOME HEALTH SKILLED SERVICES,5687 EASTEX FREEWAY,BEAUMONT,TX,77702,1313,480,15.7,8.1,4.6,1.5,0.2,1.3,0.1,4362434,3401027,3960863,0.2,91,30102,74,158,322,302,178,316,153,,,0,,2.56,0.18125,0.3,0.39167,0.13542,0.48125,0.53125,0.37292,0.375,0.48958,0.65625,,0.65417,0.14583,0.60625,0.04792,0.125
673116,BETHANY HOME HEALTH SERVICES,2516 AVENUE F,BAY CITY,TX,77414,1997,690,18.2,9.4,4.2,1.8,0.1,2.6,0.1,5624808,5341077,5757443,2.2,170,63093,78,265,425,486,204,467,87,,131,0,,2.59,0.25217,0.36812,0.37101,0.12029,0.54493,0.58696,0.35652,0.3913,0.51304,0.68406,,0.6913,0.13043,0.63333,0.05797,0.11304
673119,SANTA FE HOME CARE LLC,4110 RIO BRAVO DRIVE SUITE 200,EL PASO,TX,79902,195,95,16,8.1,4.8,1.7,0.6,0.6,0,827943,519699,619083,0.6,23,7832,75,38,57,36,59,26,,,63,0,0,1.84,0.09474,0.46316,0.30526,0.09474,0.37895,0.53684,0.27368,0.36842,0.53684,0.69474,,0.42105,0.25263,0.50526,0.07368,0.10526
673120,HEALTH CONCEPTS HOME HEALTH INC,1623 S JACKSON,JACKSONVILLE,TX,75766,145,36,14.1,9.5,1,0,0,3.5,0,255896,251881,299007,0.2,,,74,,,11,25,13,20,0,,0,,1.89,0.08333,0.27778,0.41667,0.13889,0.30556,0.5,0.38889,0.33333,0.52778,0.58333,,0.47222,0.05556,0.66667,0,0.08333
673121,IVORY HEALTHCARE AGENCY INC,2135 WAR ADMIRAL DRIVE,STAFFORD,TX,77477,92,45,14.3,8.6,5.6,0,0,0.1,0,196411,267650,289728,0,,,68,23,22,12,33,,33,0,,0,0,2.09,0.08889,0.31111,0.42222,0.08889,0.42222,0.51111,0.37778,0.53333,0.53333,0.55556,,,0.06667,0.71111,0.13333,0.04444
673122,EXCLUSIVE  HEALTH SERVICES INC,405 MAYFIELD AVE  SUITE A,GARLAND,TX,75041,125,35,9.4,8.8,0.5,0.1,0,0,0,206290,239848,259571,0,0,,69,19,16,18,17,,33,0,0,0,,2.72,0.08571,0.14286,0.37143,0.08571,0.51429,0.57143,0.28571,0.17143,0.54286,0.65714,,0.37143,0,,0.02857,0.11429
673123,BRAZOS VALLEY HOME HEALTH SERVICES,3900 S HWY 6 #109 B,COLLEGE STATION,TX,77845,431,124,17.5,11.6,1.2,0,0,4.7,0,805297,1018901,1003474,7.4,,,77,52,72,68,56,62,21,,38,0,,3.12,0.19355,0.41129,0.3629,0.1129,0.64516,0.73387,0.3871,0.44355,0.62903,,,0.68548,0.09677,0.64516,0.07258,0.09677
673124,CREST MEDICAL,4538 CENTERVIEW DRIVE  SUITE #200,SAN ANTONIO,TX,78228,144,104,19.8,11,5.5,3.2,0.3,0.1,0.1,354445,478770,508661,6.3,14,5984,82,39,65,,,73,,,19,0,0,2.2,0.22115,0.72115,0.31731,0.14423,0.43269,0.54808,0.27885,0.55769,0.44231,,,0.55769,0.25962,0.60577,0.09615,0.16346
673125,TRUE LIFE HOME HEALTH,929 E ESPERANZA SUITE 25,MCALLEN,TX,78501,56,19,9.1,9.1,0,0,0,0,0,103664,87125,104139,0,,,79,,,,,,0,0,18,0,,2.7,0.10526,0.42105,0.36842,0.15789,0.57895,0.73684,0.42105,0.47368,0.63158,,,,0.21053,,0,0.10526
673127,ENCOMPASS HOME HEALTH OF CENTRAL TEXAS,1616 AZALEA DRIVE SUITE#101,TEMPLE,TX,76502,1580,783,22.2,12.6,6.3,1.3,1.5,0.4,0,7893286,5940448,5953478,9.2,99,36970,79,232,551,664,119,646,64,13,54,,,2.12,0.16858,0.51596,0.29885,0.14049,0.45722,0.52107,0.2682,0.55172,0.38059,0.72542,,0.53129,0.24521,0.70881,0.03831,0.13155
673128,BETHANY HOME HEALTH SERVICES,1320 SANTA FE DR #200,WEATHERFORD,TX,76086,290,109,17.8,8.8,3.4,0.9,0.2,4.3,0.1,767130,696296,750736,0.5,32,10468,78,53,56,84,25,94,,0,11,0,,2.05,0.14679,0.3945,0.44954,0.16514,0.41284,0.58716,0.44954,0.45872,0.48624,0.6789,,0.55046,0.24771,0.66972,0.06422,0.11927
673130,"TREASURE HEALTHCARE, INC.","9898 BISSONNET STREET, SUITE #260",HOUSTON,TX,77036,70,24,12.2,9,1.4,0.2,0,1.6,0,91666,155759,162216,0,,,67,12,12,,,,19,0,,0,0,2.27,0.08333,0.375,0.41667,0.08333,0.5,0.66667,0.375,0.58333,0.54167,,,0.54167,0.125,0.54167,0.08333,0.29167
673132,D ORO HOME HEALTH SERVICES,600 ANGELITA DR BLDG A STE 1 AND 2,WESLACO,TX,78596,399,112,17.4,14.3,1.8,0,0,1.4,0,830502,863542,954223,7.4,,,77,43,69,36,76,23,0,,88,0,,3.39,0.14286,0.48214,0.33036,0.13393,0.4375,0.74107,0.34821,0.29464,,,,0.72321,0.20536,0.74107,0.02679,0.10714
673133,TEXAS HOME HEALTH SKILLED SERVICES,2710 EAST AIRLINE ROAD,VICTORIA,TX,77901,643,242,13.1,7.5,4.3,1,0.2,0.1,0.1,1798434,1577999,1835780,0,52,18086,77,94,148,128,114,131,25,0,86,0,0,2.35,0.23554,0.3719,0.31405,0.10744,0.50826,0.57438,0.29752,0.42975,0.52893,0.69835,,0.52066,0.13223,0.65702,0.06198,0.11157
673134,ENCOMPASS HOME HEALTH OF HOUSTON,701 NORTH POST OAK ROAD SUITE 101,HOUSTON,TX,77024,3067,2162,19.3,8.4,7.1,1.6,1,1.2,0.1,13412834,11109819,10950186,5.5,370,146079,77,812,1350,1925,237,1755,228,25,129,,,2.13,0.21045,0.36725,0.26133,0.15726,0.39269,0.46531,0.24006,0.40148,0.41489,0.6827,,0.54625,0.17114,0.70537,0.0481,0.13784
673136,AMAZING GRACE NURSING SERVICES,8200 WEDNESBURY  265,HOUSTON,TX,77074,636,150,10.9,9.6,1.2,0.2,0,0,0,1312657,1286265,1339565,0,17,6931,68,53,97,39,111,26,86,,37,0,,3.17,0.06667,0.32667,0.39333,0.07333,0.54667,0.64667,0.37333,0.34,0.61333,,,0.68667,0.09333,0.72,0.09333,0.09333
673138,RESOURCE HEALTH CARE INC,7447 HARWIN SUITE 216,HOUSTON,TX,77036,507,173,23.9,10.4,8.7,2.3,0,2.5,0.1,1725592,2063435,2037344,5.1,21,7566,69,80,93,56,117,20,84,,67,0,,3.31,0.07514,0.35838,0.33526,0.04046,0.47977,0.54913,0.30636,0.42775,0.6474,0.67052,,0.57803,0.11561,,0.12139,0.14451
673139,REGENCY HOME HEALTH,1232  FM 646 W,DICKINSON,TX,77539,49,28,14,8,4.3,0.8,0,0.8,0.1,106266,128230,136152,0,,,77,11,17,,,22,,0,,,0,2.52,0.17857,0.42857,0.35714,0.07143,0.53571,0.5,0.28571,0.32143,0.46429,0.60714,,0.60714,0.10714,,0.07143,0.14286
673142,AMBER HOME HEALTH CARE,305 CIMARRON TRAIL STE 130,IRVING,TX,75063,104,28,18.7,9.1,2.1,0.4,0.2,7,0,265126,239363,244034,1.5,,,82,,,15,13,18,,,,0,0,2.59,0.07143,0.46429,0.39286,0.03571,0.53571,0.60714,0.39286,0.53571,0.46429,0.39286,,0.46429,0.10714,0.53571,0,0.17857
673143,SIGMAH HOME HEALTH SERVICES,11104 W AIRPORT BLVD SUITE 130,STAFFORD,TX,77477,544,177,23.7,12.1,6.2,0.8,0,4.7,0,1876896,1847629,1773404,7.7,28,9993,76,79,98,128,49,82,61,,24,0,,3.21,0.21469,0.41243,0.33333,0.12994,0.46328,0.58757,0.28249,0.38418,0.58757,0.66102,,0.62147,0.11864,0.61017,0.10169,0.12994
673145,ABSOLUTE HOME CARE OF EL PASO INC,2211 E MISSOURI SUITE N 200,EL PASO,TX,79903,215,142,20.8,9.2,8.8,0.7,0.3,1.8,0.1,698265,619941,739925,2.3,20,6643,76,53,89,114,28,41,,,93,0,0,1.58,0.12676,0.30986,0.27465,0.09859,0.25352,0.38732,0.19718,0.35211,0.5493,,,0.41549,0.23239,,0.02113,0.05634
673146,HEALTH CARE PARTNERS OF SAN ANTONIO,7410 BLANCO ROAD SUITE 101,SAN ANTONIO,TX,78216,53,17,19,12.5,4.6,0.1,0,2.9,0,219769,135361,147590,4,,,77,,,,,,,0,,0,0,2.84,0.11765,0.47059,0.29412,0.05882,0.47059,0.64706,0.23529,0.64706,,,,0.58824,0.17647,0.64706,0.05882,0.11765
673147,EMPATHY HOME HEALTH SERVICES INC,8103 BELLAIRE,HOUSTON,TX,77036,198,59,24.3,10.7,8.5,0.9,0.1,4.1,0,552133,666103,668183,3.6,0,,73,17,42,28,31,,50,0,,0,0,2.45,0.0678,0.32203,0.49153,0.10169,0.50847,0.59322,0.38983,0.27119,0.62712,0.66102,,0.61017,0.10169,,0.11864,0.13559
673148,KELTON HOME HEALTH CARE,301 WEST MAIN STREET,ATLANTA,TX,75551,384,115,19.6,9.1,1.9,1.4,0.1,7.1,0,1094614,767102,913340,0.3,,,81,37,78,93,22,104,,0,,0,0,1.86,0.25217,0.47826,0.36522,0.15652,0.54783,0.49565,0.33913,0.33913,0.42609,0.49565,,0.57391,0.12174,0.71304,0.04348,0.10435
673149,RICELAND HOME HEALTH LLC,85 I - 10 FRONTAGE ROAD STE 100,BEAUMONT,TX,77707,406,163,13.1,8.3,3.8,0.3,0,0.7,0,1159774,951396,1103784,0.8,26,10094,77,60,103,118,45,137,23,,,0,,2.34,0.26994,0.34969,0.40491,0.12883,0.55828,0.58282,0.38037,0.28221,0.4908,,,0.72393,0.12883,0.69325,0.0184,0.13497
673150,REDEMPTION HOME HEALTH SERVICES INC,8303 SOUTHWEST FREEWAY SUITE 702,HOUSTON,TX,77074,113,37,22.2,9.7,6.9,4,0,1.5,0,379601,392691,410763,0,,,70,16,21,,,,29,0,,0,0,1.83,0.10811,0.2973,0.54054,0.05405,0.54054,0.54054,0.40541,0.35135,0.62162,0.62162,,0.56757,0.02703,0.59459,0.08108,0.05405
673151,TEXAS HOME HEALTH SKILLED SERVICES,400 BELCHER SUITE 6,CLEVELAND,TX,77327,756,293,14.1,7.8,4.9,0.8,0.1,0.3,0,2278771,2161859,2247675,0.1,59,21948,76,119,174,213,80,252,27,0,13,,,2.85,0.2628,0.44369,0.49147,0.157,0.6041,0.58703,0.49147,0.43003,0.55631,,,0.6587,0.17065,0.62457,0.04437,0.157
673152,DIVINE MERCY HOME HEALTH INC,1105 VALLEY VISTS DRIVE,IRVING,TX,75063,28,24,19.4,9.3,2.6,1.5,0,6.1,0,77635,61429,62571,0.8,,,75,,,,,,16,0,,0,0,2.37,0.16667,0.5,0.16667,0.20833,0.70833,0.45833,0.16667,0.41667,0.58333,0.625,,0.66667,0.04167,,0,0.20833
673153,PRUDENT HEALTH MANAGEMENT INC,8700 COMMERCE PARK SUITE 237,HOUSTON,TX,77036,148,39,9.4,8.5,0.9,0,0,0,0,188317,327530,344210,0,,,61,24,15,,,14,17,,,0,0,2.48,0.02564,0.33333,0.23077,0.02564,0.23077,0.33333,0.23077,0.48718,0.48718,0.41026,,,0,0.74359,0.58974,0.02564
673157,NURSING AND BEYOND HOME HEALTH,2802 GARTH ROAD SUITE #315,BAYTOWN,TX,77521,102,36,18,9.7,4.4,1.9,0.2,1.6,0.2,358963,289302,292961,2.7,,,71,12,24,24,12,18,,0,,,0,2.85,0.13889,0.33333,0.36111,0.05556,0.52778,0.5,0.38889,0.41667,0.63889,0.66667,,0.55556,0.33333,0.58333,0.13889,0.08333
673159,ACCU CARE HOME HEALTH SERVICES,2656 SOUTH LOOP WEST SUITE 235,HOUSTON,TX,77054,130,51,11.3,8.6,0.2,0,0,2.5,0,293974,288905,300826,0,,,64,28,23,21,30,14,32,0,,0,,1.67,0.05882,0.2549,0.23529,0.05882,0.29412,0.41176,0.2549,0.4902,0.56863,0.54902,,0.5098,0.05882,,0.27451,0.01961
673161,KINDRED AT HOME-HOME HEALTH-SOUTH HOUSTON,184 GULF FRWY S SUITE A2,LEAGUE CITY,TX,77573,377,182,18.6,10.2,5.6,1.9,0.3,0.7,0,1511646,1228063,1244899,2.6,23,8457,77,68,114,143,39,133,30,0,17,,,3.45,0.25824,0.44505,0.39011,0.15385,0.53297,0.60989,0.36264,0.42857,0.49451,0.63187,,0.68132,0.16484,0.5989,0.0989,0.18681
673162,THERACARE HOME HEALTH,11104 WEST AIRPORT BOULEVARD SUITE 255A,STAFFORD,TX,77477,1200,605,16.8,6.9,6.3,2.3,0.3,0.9,0.2,4545508,4050129,4205464,0.3,94,37622,76,218,387,484,121,381,143,,66,,,3.37,0.23967,0.44132,0.35372,0.13223,0.55372,0.66116,0.34711,0.43967,0.5438,0.71736,,0.6314,0.16529,0.59174,0.07603,0.19339
673163,FAITH MEDICAL SERVICES,8449 WEST BELLFORT STREET SUITE 335,HOUSTON,TX,77071,62,34,20.2,8.9,7.9,2,0,1.4,0.1,188333,200481,208540,0.3,,,74,11,23,19,15,,16,0,,0,0,2.84,0.17647,0.47059,0.32353,0,0.47059,0.73529,0.35294,0.32353,0.52941,0.67647,,0.64706,0.05882,0.73529,0.08824,0.17647
